Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,1264.150024,1279.500000,1264.150024,1271.099976,1271.099976,3946778
2019-11-26,1278.449951,1279.750000,1266.949951,1275.050049,1275.050049,4358001
2019-11-27,1276.000000,1285.750000,1271.199951,1278.400024,1278.400024,4790333
2019-11-28,1280.199951,1283.050049,1262.000000,1265.300049,1265.300049,6183020
2019-11-29,1267.699951,1279.900024,1252.000000,1274.949951,1274.949951,7783813
2019-12-02,1273.949951,1273.949951,1258.599976,1265.750000,1265.750000,4473102
2019-12-03,1268.199951,1269.000000,1253.800049,1255.400024,1255.400024,3495953
2019-12-04,1252.500000,1256.900024,1234.199951,1251.650024,1251.650024,5697807
2019-12-05,1255.599976,1258.750000,1240.750000,1245.599976,1245.599976,6386247
2019-12-06,1248.949951,1260.000000,1238.199951,1246.050049,1246.050049,6887325
2019-12-09,1249.500000,1249.849976,1237.550049,1242.949951,1242.949951,4132675
2019-12-10,1251.000000,1253.650024,1245.099976,1249.500000,1249.500000,4894450
2019-12-11,1250.099976,1254.000000,1242.500000,1248.750000,1248.750000,5527321
2019-12-12,1253.000000,1269.449951,1253.000000,1263.599976,1263.599976,6456574
2019-12-13,1265.000000,1272.349976,1259.250000,1263.849976,1263.849976,5887593
2019-12-16,1269.250000,1270.000000,1248.199951,1257.349976,1257.349976,5663788
2019-12-17,1260.000000,1274.800049,1255.349976,1271.099976,1271.099976,6213677
2019-12-18,1283.000000,1299.000000,1273.650024,1292.349976,1292.349976,8723586
2019-12-19,1305.000000,1305.500000,1286.099976,1288.800049,1288.800049,6509188
2019-12-20,1288.750000,1299.599976,1280.050049,1296.699951,1296.699951,7513022
2019-12-23,1299.000000,1304.000000,1288.800049,1302.400024,1302.400024,5097891
2019-12-24,1298.599976,1301.099976,1286.949951,1289.150024,1289.150024,3589604
2019-12-26,1289.699951,1291.849976,1264.650024,1270.449951,1270.449951,7474879
2019-12-27,1272.000000,1279.000000,1270.000000,1275.000000,1275.000000,3546496
2019-12-30,1282.000000,1288.750000,1274.050049,1282.150024,1282.150024,4667095
2019-12-31,1281.949951,1281.949951,1268.650024,1272.099976,1272.099976,4178528
2020-01-01,1276.099976,1280.000000,1270.599976,1278.599976,1278.599976,1836849
2020-01-02,1279.000000,1288.000000,1279.000000,1286.750000,1286.750000,3068583
2020-01-03,1282.199951,1285.000000,1263.599976,1268.400024,1268.400024,5427775
2020-01-06,1260.000000,1261.800049,1236.000000,1240.949951,1240.949951,5445093
2020-01-07,1258.900024,1271.449951,1252.250000,1260.599976,1260.599976,7362247
2020-01-08,1246.949951,1262.150024,1240.050049,1257.300049,1257.300049,5666055
2020-01-09,1265.000000,1275.800049,1263.099976,1271.400024,1271.400024,4773158
2020-01-10,1284.099976,1286.900024,1275.099976,1282.699951,1282.699951,4607290
2020-01-13,1282.699951,1296.500000,1276.000000,1286.000000,1286.000000,3725784
2020-01-14,1289.000000,1292.550049,1277.500000,1289.500000,1289.500000,3943145
2020-01-15,1286.400024,1287.949951,1274.099976,1284.250000,1284.250000,5893724
2020-01-16,1282.050049,1291.000000,1279.349976,1287.650024,1287.650024,3575200
2020-01-17,1281.750000,1284.900024,1271.900024,1278.150024,1278.150024,8459407
2020-01-20,1304.849976,1304.849976,1252.500000,1254.900024,1254.900024,11089225
